"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 13, 2018","2.04008","2.02184","2.11762","1.98810","-","0.87%"
"Jan 12, 2018","2.02243","1.94897","2.12478","1.85842","-","3.86%"
"Jan 11, 2018","1.94728","2.00062","2.19216","1.64395","-","-2.59%"
"Jan 10, 2018","1.99901","2.12190","2.18220","1.68170","-","-5.79%"
"Jan 09, 2018","2.12190","2.26936","2.28746","1.98827","119.42M","-11.95%"
"Jan 08, 2018","2.41000","2.78000","2.78000","1.93000","219.91M","-13.31%"
"Jan 07, 2018","2.78000","2.65000","2.82000","2.58000","100.07M","4.91%"
"Jan 06, 2018","2.65000","2.51000","2.85000","2.46000","149.25M","5.58%"
"Jan 05, 2018","2.51000","2.73000","3.05000","2.24000","381.02M","-8.06%"
"Jan 04, 2018","2.73000","2.73000","3.29000","2.58000","438.91M","0.00%"
"Jan 03, 2018","2.73000","2.19000","2.85000","2.15000","387.51M","24.66%"
"Jan 02, 2018","2.19000","2.05000","2.21000","1.89000","201.99M","6.83%"
"Jan 01, 2018","2.05000","1.98000","2.09000","1.81000","120.74M","3.54%"
"Dec 31, 2017","1.98000","1.86000","2.09000","1.61000","275.18M","6.45%"
"Dec 30, 2017","1.86000","1.93000","2.44000","1.77000","756.29M","-3.63%"
"Dec 29, 2017","1.93000","1.26000","1.97000","1.25000","664.92M","53.17%"
"Dec 28, 2017","1.26000","1.21000","1.31000","1.10000","286.90M","4.13%"
"Dec 27, 2017","1.21000","1.07000","1.28000","1.07000","366.82M","13.08%"
"Dec 26, 2017","1.07000","0.98050","1.09000","0.97120","130.48M","9.13%"
"Dec 25, 2017","0.98050","0.97820","1.02000","0.92360","102.07M","0.24%"
"Dec 24, 2017","0.97820","1.01000","1.01000","0.82530","222.17M","-3.15%"
"Dec 23, 2017","1.01000","1.00000","1.07000","0.92630","223.61M","1.00%"
"Dec 22, 2017","1.00000","1.12000","1.24000","0.62030","932.17M","-10.71%"
"Dec 21, 2017","1.12000","0.71440","1.13000","0.71280","835.99M","56.77%"
"Dec 20, 2017","0.71440","0.73440","0.74260","0.65680","248.36M","-2.72%"
"Dec 19, 2017","0.73440","0.75580","0.84020","0.70190","321.26M","-2.83%"
"Dec 18, 2017","0.75580","0.71180","0.79120","0.66510","301.54M","6.24%"
"Dec 17, 2017","0.71140","0.73970","0.75240","0.70160","163.70M","-3.83%"
"Dec 16, 2017","0.73970","0.73750","0.81220","0.71770","294.34M","0.27%"
"Dec 15, 2017","0.73770","0.85070","0.85230","0.61830","677.79M","-13.28%"
"Dec 14, 2017","0.85070","0.45820","0.88090","0.45270","1.07B","85.58%"
"Dec 13, 2017","0.45840","0.35550","0.50060","0.33880","841.26M","28.95%"
"Dec 12, 2017","0.35550","0.24510","0.43690","0.24420","519.23M","45.04%"
"Dec 11, 2017","0.24510","0.22710","0.24700","0.22700","124.36M","7.93%"
"Dec 10, 2017","0.22710","0.23530","0.23660","0.22230","121.54M","-3.48%"
"Dec 09, 2017","0.23530","0.23370","0.24460","0.22950","164.41M","0.68%"
"Dec 08, 2017","0.23370","0.20370","0.25300","0.20050","389.26M","14.84%"
"Dec 07, 2017","0.20350","0.21820","0.21970","0.20090","208.39M","-6.74%"
"Dec 06, 2017","0.21820","0.23370","0.23400","0.20990","204.25M","-6.63%"
"Dec 05, 2017","0.23370","0.24620","0.24690","0.23050","123.30M","-5.08%"
"Dec 04, 2017","0.24620","0.24490","0.24860","0.23540","88.85M","0.53%"
"Dec 03, 2017","0.24490","0.24410","0.25860","0.23540","114.74M","0.33%"
"Dec 02, 2017","0.24410","0.24730","0.24940","0.24030","72.00M","-1.29%"
"Dec 01, 2017","0.24730","0.23690","0.25110","0.22590","130.58M","4.97%"
"Nov 30, 2017","0.23560","0.23560","0.24680","0.22000","153.34M","0.13%"
"Nov 29, 2017","0.23530","0.27960","0.27970","0.21280","286.28M","-15.81%"
"Nov 28, 2017","0.27950","0.24700","0.28060","0.24670","243.89M","13.16%"
"Nov 27, 2017","0.24700","0.24450","0.24970","0.24030","104.91M","0.82%"
"Nov 26, 2017","0.24500","0.24890","0.24920","0.24120","45.85M","-1.53%"
"Nov 25, 2017","0.24880","0.24100","0.25310","0.23940","89.80M","3.24%"
"Nov 24, 2017","0.24100","0.24000","0.24430","0.23120","101.01M","0.42%"
"Nov 23, 2017","0.24000","0.23850","0.25030","0.23570","126.13M","0.63%"
"Nov 22, 2017","0.23850","0.23210","0.24170","0.23170","88.14M","2.89%"
"Nov 21, 2017","0.23180","0.24090","0.24440","0.22920","105.17M","-3.66%"
"Nov 20, 2017","0.24060","0.23220","0.24620","0.23150","105.38M","3.66%"
"Nov 19, 2017","0.23210","0.22750","0.23700","0.22310","88.10M","2.02%"
"Nov 18, 2017","0.22750","0.22390","0.22930","0.21910","69.82M","1.61%"
"Nov 17, 2017","0.22390","0.22700","0.23760","0.21740","138.20M","-1.32%"
"Nov 16, 2017","0.22690","0.20830","0.28090","0.20580","391.42M","8.93%"
"Nov 15, 2017","0.20830","0.20500","0.21010","0.20370","60.05M","1.61%"
"Nov 14, 2017","0.20500","0.20010","0.21030","0.19950","59.55M","2.45%"
"Nov 13, 2017","0.20010","0.19150","0.20010","0.19060","82.22M","4.49%"
"Nov 12, 2017","0.19150","0.20920","0.20940","0.18610","212.64M","-8.46%"
"Nov 11, 2017","0.20920","0.20330","0.21470","0.20160","76.56M","2.90%"
"Nov 10, 2017","0.20330","0.21540","0.21850","0.19880","94.83M","-5.62%"
"Nov 09, 2017","0.21540","0.21670","0.22180","0.21260","79.74M","-0.60%"
"Nov 08, 2017","0.21670","0.20550","0.22350","0.20310","100.57M","5.45%"
"Nov 07, 2017","0.20550","0.20130","0.20650","0.19930","39.60M","2.09%"
"Nov 06, 2017","0.20130","0.19970","0.20670","0.19810","43.25M","0.80%"
"Nov 05, 2017","0.19970","0.20140","0.20330","0.19840","26.94M","-0.89%"
"Nov 04, 2017","0.20150","0.20590","0.20610","0.20010","30.14M","-2.14%"
"Nov 03, 2017","0.20590","0.20030","0.22630","0.19610","147.02M","2.80%"
"Nov 02, 2017","0.20030","0.19100","0.20650","0.17550","103.21M","5.25%"
"Nov 01, 2017","0.19030","0.19750","0.20060","0.18960","47.45M","-3.65%"
"Oct 31, 2017","0.19750","0.20240","0.20340","0.19750","27.04M","-2.42%"
"Oct 30, 2017","0.20240","0.20150","0.20440","0.20010","21.61M","0.45%"
"Oct 29, 2017","0.20150","0.19810","0.20530","0.19660","27.10M","1.66%"
"Oct 28, 2017","0.19820","0.20010","0.20080","0.19740","13.37M","-0.95%"
"Oct 27, 2017","0.20010","0.20190","0.20270","0.19800","16.76M","-0.89%"
"Oct 26, 2017","0.20190","0.20230","0.20460","0.19990","24.89M","-0.20%"
"Oct 25, 2017","0.20230","0.20380","0.20470","0.19610","64.77M","-0.74%"
"Oct 24, 2017","0.20380","0.19170","0.21690","0.18300","144.68M","6.31%"
"Oct 23, 2017","0.19170","0.20150","0.20200","0.18450","72.66M","-4.82%"
"Oct 22, 2017","0.20140","0.20970","0.21140","0.19540","65.16M","-3.96%"
"Oct 21, 2017","0.20970","0.20810","0.21070","0.19710","72.83M","0.72%"
"Oct 20, 2017","0.20820","0.21410","0.22340","0.20560","93.32M","-2.66%"
"Oct 19, 2017","0.21390","0.21700","0.23200","0.20640","132.48M","-1.43%"
"Oct 18, 2017","0.21700","0.22950","0.23440","0.20160","160.95M","-5.45%"
"Oct 17, 2017","0.22950","0.25790","0.26540","0.21400","205.00M","-11.01%"
"Oct 16, 2017","0.25790","0.26520","0.29770","0.25230","257.30M","-2.75%"
"Oct 15, 2017","0.26520","0.25560","0.26910","0.24820","80.66M","3.76%"
"Oct 14, 2017","0.25560","0.26020","0.26850","0.25420","118.54M","-1.77%"
"Oct 13, 2017","0.26020","0.24640","0.26510","0.23300","161.98M","5.60%"
"Oct 12, 2017","0.24640","0.26320","0.26520","0.24610","108.85M","-6.38%"
"Oct 11, 2017","0.26320","0.25820","0.26560","0.25530","57.46M","1.94%"
"Oct 10, 2017","0.25820","0.25010","0.26660","0.24060","101.12M","3.24%"
"Oct 09, 2017","0.25010","0.27990","0.28020","0.23400","193.73M","-10.65%"
"Oct 08, 2017","0.27990","0.23970","0.28110","0.23850","148.10M","16.77%"
"Oct 07, 2017","0.23970","0.23340","0.24110","0.23240","41.92M","2.70%"
"Oct 06, 2017","0.23340","0.23800","0.24440","0.23320","94.21M","-1.93%"
"Oct 05, 2017","0.23800","0.21350","0.24420","0.21340","158.24M","11.48%"
"Oct 04, 2017","0.21350","0.20330","0.21700","0.20120","67.47M","5.02%"
"Oct 03, 2017","0.20330","0.20310","0.20620","0.19800","29.01M","0.10%"
"Oct 02, 2017","0.20310","0.20830","0.20920","0.20010","35.89M","-2.50%"
"Oct 01, 2017","0.20830","0.19990","0.20850","0.19650","24.42M","4.20%"
"Sep 30, 2017","0.19990","0.19670","0.20510","0.19550","49.44M","1.63%"
"Sep 29, 2017","0.19670","0.20230","0.20250","0.18800","54.18M","-2.77%"
"Sep 28, 2017","0.20230","0.20990","0.21020","0.19680","67.36M","-3.62%"
"Sep 27, 2017","0.20990","0.18920","0.21460","0.18740","99.14M","10.94%"
"Sep 26, 2017","0.18920","0.18460","0.19400","0.18090","50.44M","2.49%"
"Sep 25, 2017","0.18460","0.17570","0.18690","0.17480","33.75M","5.07%"
"Sep 24, 2017","0.17570","0.17910","0.17990","0.17330","15.37M","-1.90%"
"Sep 23, 2017","0.17910","0.17280","0.18030","0.17010","37.39M","3.65%"
"Sep 22, 2017","0.17280","0.17100","0.17700","0.16750","27.14M","1.05%"
"Sep 21, 2017","0.17100","0.18170","0.18310","0.17030","41.36M","-5.89%"
"Sep 20, 2017","0.18170","0.18480","0.18860","0.18080","27.75M","-1.68%"
"Sep 19, 2017","0.18480","0.19330","0.19450","0.18310","40.51M","-4.40%"
"Sep 18, 2017","0.19330","0.18140","0.19460","0.18140","62.95M","6.56%"
"Sep 17, 2017","0.18140","0.18280","0.18460","0.17170","32.69M","-0.77%"
"Sep 16, 2017","0.18280","0.18460","0.19180","0.17410","55.03M","-0.98%"
"Sep 15, 2017","0.18460","0.17110","0.19170","0.14830","151.33M","7.89%"
"Sep 14, 2017","0.17110","0.19830","0.20070","0.16630","109.97M","-13.72%"
"Sep 13, 2017","0.19830","0.20950","0.20990","0.19040","55.98M","-5.35%"
"Sep 12, 2017","0.20950","0.21430","0.22420","0.20600","52.56M","-2.24%"
"Sep 11, 2017","0.21430","0.21730","0.22160","0.20870","42.71M","-1.38%"
"Sep 10, 2017","0.21730","0.21300","0.22430","0.19930","54.94M","2.02%"
"Sep 09, 2017","0.21300","0.21220","0.21450","0.20750","26.34M","0.38%"
"Sep 08, 2017","0.21220","0.22710","0.22950","0.20260","80.23M","-6.56%"
"Sep 07, 2017","0.22710","0.23140","0.23180","0.22160","42.48M","-1.86%"
"Sep 06, 2017","0.23140","0.21680","0.23290","0.21620","62.41M","6.73%"
"Sep 05, 2017","0.21680","0.20450","0.22040","0.19170","74.19M","6.01%"
"Sep 04, 2017","0.20450","0.23030","0.23060","0.19010","110.27M","-11.20%"
"Sep 03, 2017","0.23030","0.22520","0.23810","0.21680","71.53M","2.26%"
"Sep 02, 2017","0.22520","0.25290","0.25380","0.21850","114.85M","-10.95%"
"Sep 01, 2017","0.25290","0.25930","0.26040","0.24440","92.33M","-2.47%"
"Aug 31, 2017","0.25930","0.23190","0.26480","0.22750","102.18M","11.82%"
"Aug 30, 2017","0.23190","0.21990","0.23320","0.21750","58.58M","5.46%"
"Aug 29, 2017","0.21990","0.22520","0.22620","0.21250","79.96M","-2.35%"
"Aug 28, 2017","0.22520","0.20170","0.24200","0.19470","181.04M","11.65%"
"Aug 27, 2017","0.20170","0.20970","0.21040","0.19300","68.63M","-3.81%"
"Aug 26, 2017","0.20970","0.21670","0.23080","0.20690","58.37M","-3.23%"
"Aug 25, 2017","0.21670","0.21730","0.23090","0.20290","123.30M","-0.28%"
"Aug 24, 2017","0.21730","0.24570","0.28620","0.21240","244.13M","-11.56%"
"Aug 23, 2017","0.24570","0.24210","0.29770","0.21690","339.56M","1.49%"
"Aug 22, 2017","0.24210","0.19580","0.25980","0.17150","293.31M","23.65%"
"Aug 21, 2017","0.19580","0.15870","0.20810","0.15230","151.82M","23.38%"
"Aug 20, 2017","0.15870","0.15260","0.16110","0.14940","33.04M","4.00%"
"Aug 19, 2017","0.15260","0.15690","0.16160","0.14830","46.14M","-2.74%"
"Aug 18, 2017","0.15690","0.15780","0.17040","0.15180","66.86M","-0.57%"
"Aug 17, 2017","0.15780","0.16030","0.16100","0.15400","39.55M","-1.56%"
"Aug 16, 2017","0.16030","0.15770","0.16060","0.14890","53.98M","1.65%"
"Aug 15, 2017","0.15770","0.16830","0.16830","0.15300","65.52M","-6.30%"
"Aug 14, 2017","0.16830","0.16570","0.18010","0.16520","37.65M","1.57%"
"Aug 13, 2017","0.16570","0.17160","0.17210","0.15870","62.43M","-3.44%"
"Aug 12, 2017","0.17160","0.17780","0.18250","0.17070","40.43M","-3.49%"
"Aug 11, 2017","0.17780","0.18090","0.18400","0.17580","39.33M","-1.71%"
"Aug 10, 2017","0.18090","0.18410","0.18500","0.17840","33.72M","-1.74%"
"Aug 09, 2017","0.18410","0.19670","0.19670","0.18180","42.02M","-6.41%"
"Aug 08, 2017","0.19670","0.17820","0.19720","0.17720","72.73M","10.38%"
"Aug 07, 2017","0.17820","0.18020","0.18280","0.17660","31.30M","-1.11%"
"Aug 06, 2017","0.18020","0.18480","0.18960","0.17860","29.47M","-2.49%"
"Aug 05, 2017","0.18480","0.17440","0.19280","0.17190","61.31M","5.96%"
"Aug 04, 2017","0.17440","0.17480","0.17670","0.17170","21.11M","-0.23%"
"Aug 03, 2017","0.17480","0.17090","0.17710","0.16960","18.50M","2.28%"
"Aug 02, 2017","0.17090","0.17760","0.17940","0.16760","35.42M","-3.77%"
"Aug 01, 2017","0.17760","0.16480","0.18470","0.16200","72.69M","7.77%"
"Jul 31, 2017","0.16480","0.16330","0.16890","0.15850","24.38M","0.92%"
"Jul 30, 2017","0.16330","0.16900","0.17090","0.16090","12.87M","-3.37%"
"Jul 29, 2017","0.16900","0.16330","0.17040","0.15500","26.29M","3.49%"
"Jul 28, 2017","0.16330","0.17250","0.17380","0.15910","32.44M","-5.33%"
"Jul 27, 2017","0.17250","0.17230","0.17560","0.17000","20.97M","0.12%"
"Jul 26, 2017","0.17230","0.17440","0.17870","0.16420","35.12M","-1.20%"
"Jul 25, 2017","0.17440","0.19150","0.19260","0.16580","56.07M","-8.93%"
"Jul 24, 2017","0.19150","0.19660","0.19840","0.18930","23.03M","-2.59%"
"Jul 23, 2017","0.19660","0.19770","0.20650","0.18730","53.84M","-0.56%"
"Jul 22, 2017","0.19770","0.18350","0.20220","0.18200","44.31M","7.74%"
"Jul 21, 2017","0.18350","0.19250","0.19360","0.18280","41.42M","-4.68%"
"Jul 20, 2017","0.19250","0.16300","0.19620","0.16200","72.00M","18.10%"
"Jul 19, 2017","0.16300","0.17880","0.18380","0.15740","49.72M","-8.84%"
"Jul 18, 2017","0.17880","0.17230","0.18900","0.16050","63.60M","3.77%"
"Jul 17, 2017","0.17230","0.14610","0.17320","0.14510","72.61M","17.93%"
"Jul 16, 2017","0.14610","0.17200","0.17430","0.12750","113.36M","-15.06%"
"Jul 15, 2017","0.17200","0.18430","0.18480","0.17070","29.08M","-6.67%"
"Jul 14, 2017","0.18430","0.19250","0.19250","0.17170","27.61M","-4.26%"
"Jul 13, 2017","0.19250","0.19580","0.21780","0.18100","39.49M","-1.69%"
"Jul 12, 2017","0.19580","0.17780","0.19710","0.16560","46.48M","10.12%"
"Jul 11, 2017","0.17780","0.18830","0.19940","0.15110","95.62M","-5.58%"
"Jul 10, 2017","0.18830","0.22610","0.22690","0.17070","50.35M","-16.72%"
"Jul 09, 2017","0.22610","0.23000","0.24220","0.22590","14.41M","-1.70%"
"Jul 08, 2017","0.23000","0.23030","0.23210","0.21120","38.29M","-0.13%"
"Jul 07, 2017","0.23030","0.25060","0.25160","0.22980","22.49M","-8.10%"
"Jul 06, 2017","0.25060","0.25200","0.25280","0.24820","9.83M","-0.56%"
"Jul 05, 2017","0.25200","0.24730","0.25630","0.24340","15.41M","1.90%"
"Jul 04, 2017","0.24730","0.25230","0.25810","0.24710","18.00M","-1.98%"
"Jul 03, 2017","0.25230","0.25370","0.25670","0.24450","19.64M","-0.55%"
"Jul 02, 2017","0.25370","0.23860","0.25470","0.23300","13.95M","6.33%"
"Jul 01, 2017","0.23860","0.24660","0.25180","0.23370","17.67M","-3.24%"
"Jun 30, 2017","0.24660","0.25610","0.25960","0.24500","17.42M","-3.71%"
"Jun 29, 2017","0.25610","0.26860","0.26930","0.25130","21.95M","-4.65%"
"Jun 28, 2017","0.26860","0.26180","0.26870","0.24870","27.68M","2.60%"
"Jun 27, 2017","0.26180","0.24610","0.26180","0.22610","41.43M","6.38%"
"Jun 26, 2017","0.24610","0.25770","0.26720","0.21840","57.63M","-4.50%"
"Jun 25, 2017","0.25770","0.27750","0.28160","0.24850","25.11M","-7.14%"
"Jun 24, 2017","0.27750","0.29160","0.30390","0.25640","74.57M","-4.84%"
"Jun 23, 2017","0.29160","0.27790","0.29500","0.27670","23.59M","4.93%"
"Jun 22, 2017","0.27790","0.27260","0.28160","0.25130","46.96M","1.94%"
"Jun 21, 2017","0.27260","0.30800","0.31260","0.25420","48.48M","-11.49%"
"Jun 20, 2017","0.30800","0.28100","0.32500","0.27420","77.74M","9.61%"
"Jun 19, 2017","0.28100","0.26510","0.28200","0.25880","20.88M","6.00%"
"Jun 18, 2017","0.26510","0.25970","0.27800","0.24700","32.93M","2.08%"
"Jun 17, 2017","0.25970","0.25060","0.26500","0.23570","28.88M","3.63%"
"Jun 16, 2017","0.25060","0.24500","0.25700","0.23250","19.46M","2.29%"
"Jun 15, 2017","0.24500","0.26230","0.26420","0.21400","50.50M","-6.60%"
"Jun 14, 2017","0.26230","0.26260","0.30000","0.24500","55.85M","-0.11%"
"Jun 13, 2017","0.26260","0.24670","0.27500","0.24540","23.96M","6.45%"
"Jun 12, 2017","0.24670","0.27010","0.28200","0.23250","56.60M","-8.66%"
"Jun 11, 2017","0.27010","0.25980","0.28000","0.25430","21.43M","3.96%"
"Jun 10, 2017","0.25980","0.28140","0.28480","0.25550","34.21M","-7.68%"
"Jun 09, 2017","0.28140","0.28690","0.29600","0.28000","19.74M","-1.92%"
"Jun 08, 2017","0.28690","0.27620","0.29730","0.27000","24.47M","3.87%"
"Jun 07, 2017","0.27620","0.28400","0.30000","0.27170","45.35M","-2.75%"
"Jun 06, 2017","0.28400","0.28880","0.29500","0.27400","41.42M","-1.66%"
"Jun 05, 2017","0.28880","0.29410","0.29790","0.28690","12.31M","-1.80%"
"Jun 04, 2017","0.29410","0.29210","0.31000","0.27100","14.94M","0.68%"
"Jun 03, 2017","0.29210","0.29590","0.30700","0.27110","26.17M","-1.28%"
"Jun 02, 2017","0.29590","0.33640","0.33720","0.27590","49.62M","-12.04%"
"Jun 01, 2017","0.33640","0.24750","0.34000","0.24560","124.13M","35.92%"
"May 31, 2017","0.24750","0.20420","0.25100","0.19310","51.68M","21.20%"
"May 30, 2017","0.20420","0.23240","0.23880","0.18680","40.78M","-12.13%"
"May 29, 2017","0.23240","0.22810","0.24620","0.21020","47.02M","1.89%"
"May 28, 2017","0.22810","0.21000","0.24890","0.20330","55.29M","8.62%"
"May 27, 2017","0.21000","0.27600","0.28700","0.13500","142.98M","-23.91%"
"May 26, 2017","0.27600","0.24000","0.32820","0.24000","69.36M","15.00%"
"May 25, 2017","0.24000","0.29000","0.30270","0.23100","77.64M","-17.24%"
"May 24, 2017","0.29000","0.32290","0.34000","0.28600","49.65M","-10.19%"
"May 23, 2017","0.32290","0.29880","0.35420","0.28270","41.18M","8.07%"
"May 22, 2017","0.29880","0.32400","0.33080","0.23480","66.18M","-7.78%"
"May 21, 2017","0.32400","0.34490","0.36000","0.31900","31.29M","-6.06%"
"May 20, 2017","0.34490","0.32240","0.35900","0.28900","55.88M","6.98%"
"May 19, 2017","0.32240","0.35750","0.35940","0.28170","58.13M","-9.82%"
"May 18, 2017","0.35750","0.37500","0.39250","0.30400","56.88M","-4.67%"
"May 17, 2017","0.37500","0.32500","0.39890","0.28500","112.51M","15.38%"
"May 16, 2017","0.32500","0.26310","0.33470","0.25000","95.31M","23.53%"
"May 15, 2017","0.26310","0.21710","0.26310","0.21560","55.29M","21.19%"
"May 14, 2017","0.21710","0.21020","0.22000","0.20760","17.26M","3.28%"
"May 13, 2017","0.21020","0.20690","0.22200","0.19510","35.71M","1.59%"
"May 12, 2017","0.20690","0.18370","0.21000","0.18060","48.15M","12.63%"
"May 11, 2017","0.18370","0.18700","0.19730","0.16180","47.81M","-1.76%"
"May 10, 2017","0.18700","0.15640","0.19790","0.15100","57.11M","19.57%"
"May 09, 2017","0.15640","0.19170","0.20700","0.11200","93.83M","-18.41%"
"May 08, 2017","0.19170","0.13910","0.22400","0.11210","196.52M","37.81%"
"May 07, 2017","0.13910","0.10010","0.15500","0.09725","141.56M","38.96%"
"May 06, 2017","0.10010","0.09139","0.10390","0.09029","76.32M","9.53%"
"May 05, 2017","0.09139","0.08000","0.10500","0.07776","168.24M","14.24%"
"May 04, 2017","0.08000","0.06108","0.08793","0.06000","177.35M","30.98%"
"May 03, 2017","0.06108","0.05382","0.06199","0.05245","63.35M","13.49%"
"May 02, 2017","0.05382","0.05383","0.05527","0.05050","38.67M","-0.02%"
"May 01, 2017","0.05383","0.05218","0.05811","0.04903","77.80M","3.16%"
"Apr 30, 2017","0.05218","0.05383","0.05499","0.04902","51.99M","-3.07%"
"Apr 29, 2017","0.05383","0.04500","0.05952","0.04499","124.59M","19.62%"
"Apr 28, 2017","0.04500","0.03523","0.04612","0.03487","120.54M","27.73%"
"Apr 27, 2017","0.03523","0.03275","0.03680","0.03225","45.28M","7.57%"
"Apr 26, 2017","0.03275","0.03224","0.03392","0.03224","34.44M","1.58%"
"Apr 25, 2017","0.03224","0.03151","0.03421","0.03108","38.80M","2.32%"
"Apr 24, 2017","0.03151","0.03141","0.03200","0.03090","16.87M","0.32%"
"Apr 23, 2017","0.03141","0.03160","0.03214","0.03102","21.20M","-0.60%"
"Apr 22, 2017","0.03160","0.03355","0.03401","0.03033","27.76M","-5.81%"
"Apr 21, 2017","0.03355","0.02999","0.03470","0.02945","82.64M","11.87%"
"Apr 20, 2017","0.02999","0.03035","0.03104","0.02643","64.21M","-1.19%"
"Apr 19, 2017","0.03035","0.03281","0.03319","0.02816","35.03M","-7.50%"
"Apr 18, 2017","0.03281","0.03333","0.03419","0.03220","26.07M","-1.56%"
"Apr 17, 2017","0.03333","0.03306","0.03386","0.03246","19.19M","0.82%"
"Apr 16, 2017","0.03306","0.03381","0.03395","0.03251","13.40M","-2.22%"
"Apr 15, 2017","0.03381","0.03348","0.03451","0.03315","15.50M","0.99%"
"Apr 14, 2017","0.03348","0.03422","0.03525","0.03300","23.63M","-2.16%"
"Apr 13, 2017","0.03422","0.03455","0.03562","0.03370","41.25M","-0.96%"
"Apr 12, 2017","0.03455","0.03316","0.03560","0.03220","41.02M","4.19%"
"Apr 11, 2017","0.03316","0.03404","0.03513","0.03200","29.82M","-2.59%"
"Apr 10, 2017","0.03404","0.03421","0.03590","0.03320","28.36M","-0.50%"
"Apr 09, 2017","0.03421","0.03575","0.03578","0.03251","32.77M","-4.31%"
"Apr 08, 2017","0.03575","0.03715","0.03780","0.03515","58.14M","-3.77%"
"Apr 07, 2017","0.03715","0.03320","0.03873","0.03086","102.12M","11.90%"
"Apr 06, 2017","0.03320","0.03559","0.03728","0.02900","110.95M","-6.72%"
"Apr 05, 2017","0.03559","0.03787","0.04108","0.03500","105.01M","-6.02%"
"Apr 04, 2017","0.03787","0.03201","0.04290","0.02690","159.38M","18.31%"
"Apr 03, 2017","0.03201","0.06150","0.06200","0.02500","292.83M","-47.95%"
"Apr 02, 2017","0.06150","0.02200","0.06950","0.00750","443.13M","179.55%"
"Apr 01, 2017","0.02200","0.02140","0.02323","0.01968","86.88M","2.80%"
"Mar 31, 2017","0.02140","0.01383","0.02254","0.01315","248.27M","54.74%"
"Mar 30, 2017","0.01383","0.01015","0.01470","0.01015","104.84M","36.26%"
"Mar 29, 2017","0.01015","0.00955","0.01015","0.00946","22.50M","6.28%"
"Mar 28, 2017","0.00955","0.00943","0.00965","0.00906","25.36M","1.27%"
"Mar 27, 2017","0.00943","0.00937","0.01025","0.00900","42.15M","0.64%"
"Mar 26, 2017","0.00937","0.00888","0.00982","0.00888","24.65M","5.52%"
"Mar 25, 2017","0.00888","0.01062","0.01084","0.00879","67.23M","-16.38%"
"Mar 24, 2017","0.01062","0.01100","0.01182","0.00815","152.90M","-3.45%"
"Mar 23, 2017","0.01100","0.00719","0.01100","0.00719","100.13M","52.99%"
"Mar 22, 2017","0.00719","0.00682","0.00758","0.00679","36.09M","5.43%"
"Mar 21, 2017","0.00682","0.00690","0.00705","0.00663","23.22M","-1.16%"
"Mar 20, 2017","0.00690","0.00669","0.00705","0.00645","27.29M","3.14%"
"Mar 19, 2017","0.00669","0.00688","0.00720","0.00642","29.31M","-2.76%"
"Mar 18, 2017","0.00688","0.00597","0.00731","0.00597","83.74M","15.24%"
"Mar 17, 2017","0.00597","0.00630","0.00634","0.00576","38.08M","-5.24%"
"Mar 16, 2017","0.00630","0.00625","0.00636","0.00601","48.73M","0.80%"
"Mar 15, 2017","0.00625","0.00639","0.00642","0.00625","11.10M","-2.19%"
"Mar 14, 2017","0.00639","0.00644","0.00644","0.00626","8.75M","-0.78%"
"Mar 13, 2017","0.00644","0.00632","0.00648","0.00615","22.84M","1.90%"
"Mar 12, 2017","0.00632","0.00625","0.00634","0.00602","8.44M","1.12%"
"Mar 11, 2017","0.00625","0.00617","0.00642","0.00606","12.92M","1.30%"
"Mar 10, 2017","0.00617","0.00648","0.00669","0.00580","36.46M","-4.78%"
"Mar 09, 2017","0.00648","0.00650","0.00660","0.00632","20.21M","-0.31%"
"Mar 08, 2017","0.00650","0.00673","0.00692","0.00644","27.94M","-3.42%"
"Mar 07, 2017","0.00673","0.00604","0.00687","0.00589","23.05M","11.42%"
"Mar 06, 2017","0.00604","0.00604","0.00618","0.00599","2.85M","0.00%"
"Mar 05, 2017","0.00604","0.00620","0.00630","0.00601","4.95M","-2.58%"
"Mar 04, 2017","0.00620","0.00649","0.00668","0.00620","9.18M","-4.47%"
"Mar 03, 2017","0.00649","0.00606","0.00651","0.00592","19.14M","7.10%"
"Mar 02, 2017","0.00606","0.00539","0.00635","0.00531","39.64M","12.43%"
"Mar 01, 2017","0.00539","0.00557","0.00558","0.00525","10.22M","-3.23%"
"Feb 28, 2017","0.00557","0.00556","0.00570","0.00531","10.24M","0.18%"
"Feb 27, 2017","0.00556","0.00570","0.00570","0.00556","2.21M","-2.46%"
"Feb 26, 2017","0.00570","0.00563","0.00570","0.00562","359.51K","1.24%"
"Feb 25, 2017","0.00563","0.00560","0.00583","0.00560","1.28M","0.54%"
"Feb 24, 2017","0.00560","0.00585","0.00595","0.00550","3.37M","-4.27%"
"Feb 23, 2017","0.00585","0.00583","0.00594","0.00574","5.24M","0.34%"
"Feb 22, 2017","0.00583","0.00585","0.00595","0.00581","3.01M","-0.34%"
"Feb 21, 2017","0.00585","0.00596","0.00596","0.00571","2.74M","-1.85%"
"Feb 20, 2017","0.00596","0.00591","0.00597","0.00566","3.71M","0.85%"
"Feb 19, 2017","0.00591","0.00554","0.00591","0.00551","3.77M","6.68%"
"Feb 18, 2017","0.00554","0.00587","0.00600","0.00500","18.67M","-5.62%"
